heart_rate,body_temperature,skin_conductance,ECG_sigmoid,hydration_state,combined_metrics
64.0,36.67999999999999,0.9650119844156624,0.9965639816522461,Dehydrated,25.660393991516976
64.0,36.67999999999999,1.4850707614285783,0.9993481213227845,Dehydrated,25.791104720687837
66.94365148568744,36.31760840931104,0.723186,0.0027319607630110587,Hydrated,25.996794463940375
64.0,36.67999999999999,1.4850707614285783,0.023430667673670316,Dehydrated,25.547125357275558
76.60000000000001,37.16,1.559881173860466,0.010456706231918071,Slightly Dehydrated,28.832584470023097
97.0,36.2,0.6154643184502344,0.008792716239674914,Dehydrated,33.45606425867247
65.1415902445733,36.014532497993066,2.105280624705859,0.9998266457500029,Hydrated,26.065307503255557
83.82935133135726,37.18220815339644,2.365109756838624,0.9948315469697114,Hydrated,31.092875197140504
68.2,36.2,1.0504783620740166,0.11815697780926952,Slightly Dehydrated,26.39215883497082
81.4,37.75999999999999,1.4182480465733618,0.6558828412078138,Dehydrated,30.308532721945294
50.0,36.76232739700075,1.817322709879534,0.00038188846768286394,Hydrated,22.14500799883699
71.2,35.36,1.9648020981167584,0.0178104316405254,Dehydrated,27.135653132439323
53.2,35.599999999999994,0.8096572251954397,0.0001935076471012704,Slightly Dehydrated,22.402462683210633
82.0,37.75999999999999,2.137480458968102,0.05786695527636101,Slightly Dehydrated,30.488836853561114
62.2097444005213,37.33562427746666,1.6896947590038192,0.6165665045213193,Hydrated,25.462907485378274
64.0,36.67999999999999,1.364037855189012,0.9991069727177018,Dehydrated,25.760786206976675
75.4,38.0,2.342615024425951,0.9965122340003246,Slightly Dehydrated,29.18478181460657
65.95363470329099,36.74506131644954,1.7048988839331756,0.987811511969723,Hydrated,26.347851603910858
64.0,36.67999999999999,2.3087195499877144,0.999791424317596,Slightly Dehydrated,25.997127743576325
80.8,37.52,1.834424674388362,7.119619380797805e-05,Dehydrated,30.038623967645538
76.0,36.08,0.7945511271041819,0.1449216314878228,Slightly Dehydrated,28.254868189648
64.0,36.67999999999999,1.2422258768602557,0.9987706013787226,Dehydrated,25.730249119559744
64.0,36.67999999999999,1.7279406126504653,0.0017350196733114597,Dehydrated,25.602418908080942
64.0,36.67999999999999,2.083116405,0.8525823389461924,Dehydrated,25.903924685986546
56.82527669261139,36.3771753776804,0.5787836673856388,0.0675466911396291,Hydrated,23.462195607204265
65.8,36.92,1.2010410685723236,0.9992723772812407,Dehydrated,26.23007836146339
44.2,35.72,0.567352808,0.9831266085626459,Slightly Dehydrated,20.36761985414066
64.0,36.67999999999999,1.30377439978146,0.8770730491671425,Slightly Dehydrated,25.715211862237147
69.11993497395548,36.499509946189264,1.258080971,0.01590639171181471,Hydrated,26.723358070714138
64.0,36.67999999999999,1.1460546915081875,0.004385746657612692,Dehydrated,25.45761010954145
82.0,35.84,1.071516649185412,0.8053384164084221,Slightly Dehydrated,29.92921376639846
64.0,36.67999999999999,1.1950375906275092,0.013653659097350885,Dehydrated,25.472172812431214
68.8,37.040000000000006,1.285790217786358,0.0003687584164039123,Dehydrated,26.78153974405069
66.87695181084197,35.767323028505174,2.1076097809669503,0.9988009189419755,Hydrated,26.43767138481402
85.74843630041568,37.92081343381791,1.8140609964682144,4.1283762933315635e-05,Hydrated,31.370838003616186
73.75944821599053,36.038286471639935,0.6350050933676439,0.7858349830425586,Hydrated,27.804643691010167
64.0,36.67999999999999,1.142324305271907,0.0015545708060724663,Dehydrated,25.455969719019496
75.4,36.92,2.137480458968102,0.9868746816628972,Slightly Dehydrated,28.86108878515775
50.55696893306336,36.72925612224868,0.8414167266249604,0.9996509687478901,Hydrated,22.28182318767122
51.1435096619727,36.245492464434776,1.5112683068439177,0.000397467437108946,Hydrated,22.225166975172126
64.0,36.67999999999999,0.7307892843578347,0.008243930064601564,Dehydrated,25.35475830360561
77.3754640634799,37.08251625191231,1.576045410727806,0.9302152171234199,Hydrated,29.241060235810856
71.8,38.0,1.8677329036706865,0.9998093727572478,Dehydrated,28.16688556910698
65.8,36.56,0.9738666498132972,0.5087491068802403,Slightly Dehydrated,25.960653939173387
80.8,37.52,2.315677027767068,0.9994662238057266,Dehydrated,30.408785812893196
56.8,36.44,1.1048390225570728,0.9716673867939526,Slightly Dehydrated,23.829126602337755
62.2,36.92,1.6943106119806035,0.004844764997639799,Slightly Dehydrated,25.20478884424456
64.0,36.67999999999999,0.9676256661861282,0.23685498427314458,Slightly Dehydrated,25.471120162614817
64.0,36.67999999999999,1.1129269360856406,9.562314853593553e-05,Slightly Dehydrated,25.448255639808544
77.95245293440718,36.61740937165552,2.3582894344233747,0.9920373586989583,Hydrated,29.480047274796256
88.0,35.84,1.7072744011187502,0.9698220185141241,Dehydrated,31.62927410490822
77.80000000000001,37.64,0.5039842704381405,0.9920373586989583,Dehydrated,29.234005407284275
56.95859125985655,37.70267469418021,1.2478420940256272,0.0006170150109385753,Hydrated,23.977431265768335
64.0,36.67999999999999,1.4279633963337748,0.33070459722255396,Slightly Dehydrated,25.60966699838908
82.6,37.28,1.2990375691738696,0.9996612806862848,Dehydrated,30.54467471246504
71.8,37.52,1.4279633963337748,0.02053250120681457,Dehydrated,27.692123974385147
64.0,36.67999999999999,1.6537147622654005,0.9851530126604433,Dehydrated,25.82971694373146
77.2,37.88,1.1350994005151769,0.07175754226375133,Dehydrated,29.071714235694735
56.78265852711972,37.73566341185456,1.4850707614285783,0.9970115276645228,Hydrated,24.250101057016845
64.0,36.67999999999999,0.9521581420211254,0.9994896993167265,Dehydrated,25.65791196033446
60.615872907094825,36.25134782714521,1.384214069,0.9999038975845005,Hydrated,24.812834675206133
79.0,37.88,0.7742969763054863,0.0009387707871380477,Dehydrated,29.413808936773158
64.0,36.67999999999999,1.9967117073314795,0.5349429451582145,Dehydrated,25.802913663122425
67.34170692571857,38.5,1.364037855189012,0.9857970386273088,Hydrated,27.047885454883723
77.12856346575437,37.22703272666109,1.2854614865428324,0.7047456979980911,Hydrated,29.086450844239096
64.0,36.67999999999999,1.1048390225570728,0.023776357441429218,Slightly Dehydrated,25.452153844999625
72.97390838197838,37.58729799488605,1.4787850748131774,0.878147149230382,Hydrated,28.229534650226995
64.0,36.67999999999999,1.9500121525982368,0.000746028833836697,Slightly Dehydrated,25.657689545358014
59.75193925054157,38.36140707161666,1.258080971,0.8341044139014865,Hydrated,25.05138292676493
67.3019772918651,36.14304583356257,1.962992928086278,0.5262259093720687,Hydrated,26.483560490721505
77.80000000000001,36.32,1.0023385350968026,0.0001240130171680303,Dehydrated,28.780615637028493
64.6,37.75999999999999,2.316456977400646,0.5012499973958399,Slightly Dehydrated,26.29442674369912
84.93954124081304,36.76913090789165,0.7027457951063183,0.9805449154318069,Hydrated,30.847990714810706
53.92780382436122,37.09439159852697,1.2490964867591623,0.9989780293371417,Hydrated,23.31756748474612
64.0,36.67999999999999,1.416862848262876,0.9458332995187639,Dehydrated,25.76067403694541
74.2,37.88,2.342615024425951,0.9892814183350669,Dehydrated,28.85297411069026
77.2,37.88,2.149486474694015,0.032767554842188386,Dehydrated,29.315563507384056
48.4,36.8,2.2658296330374443,0.6212835951910678,Slightly Dehydrated,22.021778307057126
57.805435840289846,36.603581583448175,2.2410539325387684,0.03732688734412946,Hydrated,24.17184956090523
83.19999999999999,35.48,0.8985406729336016,0.9919579763934316,Dehydrated,30.142624662331755
63.400000000000006,37.88,1.6663816085541951,0.05678618080878847,Slightly Dehydrated,25.750791947340744
64.0,36.67999999999999,2.1076097809669503,0.9993215356989306,Slightly Dehydrated,25.946732829166468
64.0,36.67999999999999,1.286207815118802,0.929563269107183,Dehydrated,25.723942771056493
91.0,36.92,2.194775861142748,0.0017877644247925482,Dehydrated,32.52914090639189
64.0,36.67999999999999,1.6315631096819927,0.9999482999444195,Dehydrated,25.8278778524066
76.0,37.64,2.2413769109148785,4.405621802555803e-05,Slightly Dehydrated,28.970355241783228
55.10058490882102,37.19500281335552,2.067476502150473,0.7436448917562621,Hydrated,23.77667727902082
61.0,36.92,0.5634875307459772,0.9961659798885026,Slightly Dehydrated,24.86991337765862
65.46329932011932,35.56484521163769,2.303548057092457,0.39532091528599067,Hydrated,25.931753376033864
76.0,35.959999999999994,2.294731731581864,0.0932147230818236,Dehydrated,28.58698661366592
90.7213986599758,37.44717347460346,1.799017859414895,0.9999262680054843,Hydrated,32.741879065499916
53.51144642300363,35.87730042916106,2.430030738908944,0.9991714462916175,Hydrated,23.204487259341313
53.78303060018331,37.08438583353264,1.225119593118189,0.9943193908381032,Hydrated,23.271713854418064
70.6,36.67999999999999,0.9447226094963406,0.006089991390198426,Slightly Dehydrated,27.05770315022163
64.0,36.67999999999999,2.1088281193549467,0.999179683775874,Dehydrated,25.947001950782706
83.19999999999999,36.44,1.84574333719616,0.9460888925720083,Dehydrated,30.607958057442037
64.0,36.67999999999999,2.1076097809669503,0.010405095849389449,Slightly Dehydrated,25.699503719204085
61.69011115792025,35.87057206436112,0.9684067418526684,0.9998784423065994,Hydrated,24.88224210161016
64.0,36.67999999999999,0.6852509661027344,0.9999053282276124,Slightly Dehydrated,25.591289073582583
64.0,36.67999999999999,1.3578886668602883,0.06297335605699649,Slightly Dehydrated,25.52521550572932
64.0,36.67999999999999,1.102092155668626,0.0012417389403282153,Dehydrated,25.445833473652236
71.75168468263604,36.86285675309615,2.067476502150473,0.8854414207672942,Hydrated,27.89186483966249
62.8,35.599999999999994,1.3223949777650916,0.9755172725647345,Dehydrated,25.174478062582452
